pet_id,pet_name,animal,breed,birthyear,reserved,shelter,arrival_date,depart_date,image,adopt_id,createdAt,reservedAt
388,Kiel,lapin,bichon,2011,false,paris,27/03/2008,06/09/2020,http://dummyimage.com/136x100.png/5fa2dd/ffffff,7,2021/01/18,2022/02/14
389,Bobbie,chat,bichon,2009,false,toulouse,18/02/2017,28/07/2020,http://dummyimage.com/124x100.png/5fa2dd/ffffff,16,2021/07/17,2021/05/04
390,Farra,lapin,siamois,2009,true,orthez,12/11/2002,,http://dummyimage.com/173x100.png/ff4444/ffffff,12,2021/12/24,2018/10/18
391,Kearney,chien,abyssin,2010,false,bordeaux,13/06/1998,,http://dummyimage.com/138x100.png/cc0000/ffffff,12,2020/10/28,2022/04/17
392,Marji,chat,berger australien,2010,false,paris,19/09/2018,,http://dummyimage.com/141x100.png/dddddd/000000,9,2022/11/15,2020/12/13
393,Katrina,chat,siamois,1968,true,paris,26/06/2004,10/05/2019,http://dummyimage.com/220x100.png/cc0000/ffffff,17,2018/04/20,2021/02/11
394,Claudius,autre,berger,1997,false,orthez,20/03/2006,,http://dummyimage.com/147x100.png/cc0000/ffffff,13,2019/07/23,2020/11/01
395,Marylynne,chien,berger australien,2007,true,pau,04/04/2006,,http://dummyimage.com/149x100.png/ff4444/ffffff,10,2021/02/21,2022/01/03
396,Nevil,chien,américain,1997,false,lyon,14/11/2001,,http://dummyimage.com/140x100.png/cc0000/ffffff,12,2021/01/21,2020/10/15
397,Ebeneser,chien,sphynx,1994,false,pau,16/03/2022,,http://dummyimage.com/150x100.png/cc0000/ffffff,20,2020/12/13,2019/06/05
398,Jenelle,chat,berger australien,1987,false,bordeaux,11/02/2014,,http://dummyimage.com/221x100.png/cc0000/ffffff,7,2018/10/23,2022/05/27
399,Westbrooke,hamster,autre,2000,false,nantes,16/11/2014,,http://dummyimage.com/174x100.png/cc0000/ffffff,5,2019/08/20,2018/03/05
400,Wallie,chien,sphynx,1963,true,orthez,13/08/2018,10/08/2021,http://dummyimage.com/157x100.png/dddddd/000000,4,2019/06/12,2020/06/26
401,Cob,oiseau,abyssin,2002,false,pau,01/02/2015,,http://dummyimage.com/106x100.png/cc0000/ffffff,7,2018/09/12,2020/06/12
402,Verina,lapin,labrador,1999,true,nantes,30/10/2018,17/11/2019,http://dummyimage.com/106x100.png/cc0000/ffffff,17,2021/10/19,2022/02/13
403,Syman,chat,labrador,1996,true,paris,13/05/1999,,http://dummyimage.com/248x100.png/cc0000/ffffff,17,2018/03/23,2019/05/15
404,Sheryl,hamster,européen,2009,true,bordeaux,28/04/2020,,http://dummyimage.com/226x100.png/ff4444/ffffff,8,2019/08/26,2020/12/17
405,Selig,chat,européen,1999,false,toulouse,23/11/2010,,http://dummyimage.com/110x100.png/dddddd/000000,14,2023/01/01,2021/06/09
406,Lauralee,chien,européen,1995,false,orthez,27/06/2022,,http://dummyimage.com/129x100.png/dddddd/000000,3,2019/06/15,2018/06/10
407,Charlot,cheval,,2005,false,nantes,23/12/2015,,,1,,
408,Viviyan,lapin,abyssin,2001,false,mérignac,19/03/2003,19/07/2019,http://dummyimage.com/171x100.png/5fa2dd/ffffff,5,2022/07/30,2020/10/21
409,Lay,chat,américain,2009,true,toulouse,17/01/2013,04/06/2018,http://dummyimage.com/187x100.png/dddddd/000000,10,2018/03/03,2020/10/01
410,Brenda,chat,berger,2003,false,bordeaux,29/01/2013,,http://dummyimage.com/102x100.png/dddddd/000000,6,2020/11/17,2018/12/12
411,Rollo,chien,labrador,2005,false,orthez,10/11/2001,26/03/2019,http://dummyimage.com/216x100.png/5fa2dd/ffffff,7,2020/05/08,2020/05/12
412,Rorie,chien,,1959,true,lyon,28/01/2009,,,11,,
413,Corbie,chat,labrador,2001,false,pau,20/12/2003,,http://dummyimage.com/219x100.png/ff4444/ffffff,9,2020/01/06,2019/03/21
414,Kip,chien,berger australien,1993,true,mérignac,09/02/2000,06/05/2022,http://dummyimage.com/201x100.png/cc0000/ffffff,2,2022/03/20,2020/07/08
415,Henriette,chien,,1994,true,orthez,29/08/2013,,,12,,
416,Norine,lapin,labrador,2004,true,pau,26/05/2020,,http://dummyimage.com/171x100.png/5fa2dd/ffffff,14,2020/08/10,2022/04/22
417,Annis,lapin,,1993,true,pau,20/04/1999,16/08/2019,,14,,
418,Ian,chien,bichon,1974,false,mérignac,01/02/2022,18/12/2022,http://dummyimage.com/185x100.png/dddddd/000000,11,2018/11/02,2022/02/05
419,Almire,chien,autre,1999,true,nantes,21/04/1999,,http://dummyimage.com/169x100.png/ff4444/ffffff,12,2021/01/21,2021/03/15
420,Margit,tortue,sphynx,2007,false,nantes,21/10/1998,,http://dummyimage.com/118x100.png/ff4444/ffffff,17,2018/11/20,2019/07/28
421,Mellisa,chien,bichon,2008,true,orthez,20/06/2014,,http://dummyimage.com/221x100.png/ff4444/ffffff,12,2020/09/28,2022/02/08
422,Marjorie,oiseau,labrador,1995,false,orthez,25/04/1999,,http://dummyimage.com/170x100.png/ff4444/ffffff,0,2021/11/03,2020/02/19
423,Jewell,chat,sphynx,1984,false,mérignac,14/02/2010,,http://dummyimage.com/142x100.png/5fa2dd/ffffff,16,2018/06/26,2019/02/03
424,Goldarina,chien,sphynx,2002,false,nantes,21/03/2020,,http://dummyimage.com/240x100.png/dddddd/000000,10,2018/06/12,2018/09/08
425,Shellie,oiseau,,1988,false,orthez,11/11/2011,,,19,,
426,Michal,chien,américain,2006,true,bordeaux,02/03/2016,11/01/2022,http://dummyimage.com/213x100.png/ff4444/ffffff,18,2020/07/19,2022/08/18
427,Alford,chat,berger,2006,true,mérignac,21/02/2006,,http://dummyimage.com/222x100.png/5fa2dd/ffffff,8,2019/07/30,2022/06/25
428,Blane,chien,labrador,2009,true,mérignac,02/10/2012,,http://dummyimage.com/200x100.png/cc0000/ffffff,0,2022/01/20,2019/06/01
429,Ceciley,chat,berger australien,2001,true,lyon,12/04/2008,,http://dummyimage.com/173x100.png/cc0000/ffffff,3,2018/10/18,2020/01/20
430,Athene,chat,,2002,true,paris,19/04/2015,06/09/2021,,20,,
431,Almeta,hamster,labrador,1958,true,paris,06/02/2013,,http://dummyimage.com/148x100.png/ff4444/ffffff,16,2022/12/09,2022/04/20
432,Felipa,chat,labrador,2004,true,orthez,07/08/2012,,http://dummyimage.com/187x100.png/ff4444/ffffff,19,2019/02/27,2019/11/27
433,Nanny,chien,bichon,1990,false,pau,01/03/2000,19/10/2022,http://dummyimage.com/147x100.png/cc0000/ffffff,18,2019/12/31,2020/05/13
434,Forster,chat,sphynx,2001,true,mérignac,18/11/2017,,http://dummyimage.com/228x100.png/ff4444/ffffff,13,2021/05/28,2022/12/27
435,Bianca,chat,européen,1983,false,mérignac,09/04/2001,,http://dummyimage.com/195x100.png/cc0000/ffffff,7,2020/04/22,2019/11/02
436,Cecil,chat,siamois,2001,true,toulouse,25/12/2010,,http://dummyimage.com/107x100.png/dddddd/000000,20,2019/06/29,2021/06/06
437,Simona,chien,labrador,2002,false,mérignac,13/10/2015,,http://dummyimage.com/174x100.png/cc0000/ffffff,9,2018/10/19,2018/11/10
438,Kerwin,chien,bichon,1999,true,nantes,10/09/2007,,http://dummyimage.com/235x100.png/5fa2dd/ffffff,17,2021/06/30,2019/03/17
439,Rodolfo,chien,abyssin,2003,false,paris,21/04/2021,,http://dummyimage.com/119x100.png/dddddd/000000,14,2021/04/30,2019/05/31
440,Dynah,chien,américain,2011,false,bordeaux,09/08/2016,,http://dummyimage.com/245x100.png/ff4444/ffffff,11,2018/10/17,2023/01/02
441,Gilberta,chien,autre,1997,true,pau,24/10/2002,01/04/2020,http://dummyimage.com/213x100.png/cc0000/ffffff,13,2020/12/13,2019/12/31
442,Suki,chien,berger australien,1999,false,toulouse,20/09/2001,22/12/2021,http://dummyimage.com/177x100.png/cc0000/ffffff,11,2021/12/12,2021/10/26
443,Isa,chien,berger australien,2010,false,bordeaux,29/10/2014,11/11/2021,http://dummyimage.com/117x100.png/ff4444/ffffff,11,2019/03/01,2021/07/16
444,Janel,lapin,berger,1997,true,bordeaux,06/03/2017,04/04/2022,http://dummyimage.com/122x100.png/5fa2dd/ffffff,20,2021/10/25,2022/05/03
445,Kev,chat,berger,1986,false,pau,24/09/2005,,http://dummyimage.com/209x100.png/dddddd/000000,18,2021/02/04,2019/03/07
446,Kelsy,chien,américain,2012,true,paris,17/06/2002,,http://dummyimage.com/142x100.png/5fa2dd/ffffff,4,2019/11/21,2019/02/25
447,Aurel,hamster,bichon,1990,true,paris,29/07/2018,,http://dummyimage.com/192x100.png/dddddd/000000,9,2020/04/14,2021/09/09
448,Marnie,hamster,berger australien,2004,false,toulouse,27/06/2016,,http://dummyimage.com/127x100.png/cc0000/ffffff,20,2019/03/24,2022/03/24
449,Curcio,chien,sphynx,1962,false,toulouse,23/10/2021,16/12/2021,http://dummyimage.com/159x100.png/dddddd/000000,10,2018/02/05,2022/01/25
450,Philippine,tortue,berger australien,2002,false,paris,01/03/2007,,http://dummyimage.com/126x100.png/5fa2dd/ffffff,15,2022/05/14,2022/12/18
451,Katee,lapin,européen,1987,true,lyon,04/12/2009,,http://dummyimage.com/204x100.png/cc0000/ffffff,20,2021/03/13,2019/11/16
452,Kippy,chat,sphynx,2007,true,orthez,27/01/2008,,http://dummyimage.com/203x100.png/ff4444/ffffff,19,2019/11/06,2018/12/27
453,Susi,hamster,,1993,false,pau,06/05/2001,,,10,,
454,Gavin,chat,sphynx,2007,true,nantes,25/11/2011,,http://dummyimage.com/239x100.png/ff4444/ffffff,18,2020/11/19,2020/11/20
455,Lauretta,chien,siamois,1995,true,lyon,15/06/2004,25/07/2020,http://dummyimage.com/119x100.png/5fa2dd/ffffff,13,2021/10/02,2021/01/30
456,Aveline,chien,,2003,false,pau,04/09/2001,28/02/2020,,13,,
457,Kelli,tortue,abyssin,1991,false,lyon,29/03/2003,,http://dummyimage.com/159x100.png/5fa2dd/ffffff,16,2019/06/07,2018/06/05
458,Pepillo,lapin,siamois,2012,true,nantes,26/02/2018,07/03/2019,http://dummyimage.com/208x100.png/cc0000/ffffff,16,2018/10/28,2020/11/28
459,Dorice,chien,,1999,true,lyon,13/11/2000,14/02/2019,,6,,
460,Jacquenette,chien,abyssin,1993,false,toulouse,18/03/2014,,http://dummyimage.com/172x100.png/ff4444/ffffff,9,2022/12/04,2020/02/04
461,Dougy,chien,abyssin,2002,false,lyon,20/01/2020,,http://dummyimage.com/169x100.png/5fa2dd/ffffff,2,2018/11/03,2021/06/17
462,Clemmie,chien,siamois,1984,true,paris,18/03/2006,,http://dummyimage.com/246x100.png/cc0000/ffffff,10,2022/07/30,2022/10/13
463,Carmel,autre,,2003,false,toulouse,25/09/2002,27/11/2018,,16,,
464,Nolan,chat,abyssin,2006,false,pau,01/03/2021,,http://dummyimage.com/183x100.png/5fa2dd/ffffff,13,2020/07/14,2020/08/28
465,Sibilla,chat,berger,2011,true,nantes,18/04/2003,,http://dummyimage.com/134x100.png/5fa2dd/ffffff,12,2021/02/05,2018/05/12
466,Grant,chien,européen,1997,false,toulouse,18/02/2016,15/10/2022,http://dummyimage.com/200x100.png/cc0000/ffffff,3,2021/06/01,2022/05/17
467,Chrotoem,chat,berger australien,2008,false,toulouse,06/12/2008,02/03/2022,http://dummyimage.com/139x100.png/5fa2dd/ffffff,15,2020/02/07,2020/04/11
468,Renault,chien,abyssin,1997,false,bordeaux,14/01/2020,,http://dummyimage.com/230x100.png/ff4444/ffffff,13,2022/06/30,2021/10/24
469,Marley,chien,,1989,false,mérignac,31/05/2005,,,7,,
470,Kerianne,chat,européen,2007,true,mérignac,16/06/2007,,http://dummyimage.com/241x100.png/cc0000/ffffff,4,2022/10/25,2018/06/08
471,Jacquelin,chat,berger australien,1998,true,toulouse,13/02/1999,,http://dummyimage.com/103x100.png/cc0000/ffffff,14,2020/04/22,2019/04/25
472,Michale,chat,berger australien,1997,true,nantes,29/08/2011,16/02/2019,http://dummyimage.com/134x100.png/ff4444/ffffff,13,2022/04/16,2019/08/21
473,Riane,chien,sphynx,1994,false,toulouse,26/10/2002,02/07/2019,http://dummyimage.com/216x100.png/ff4444/ffffff,17,2020/03/26,2018/08/09
474,Marybeth,chien,berger australien,1993,true,nantes,12/07/2001,,http://dummyimage.com/181x100.png/cc0000/ffffff,12,2018/11/07,2019/09/17
475,Karin,chien,autre,2006,true,pau,21/03/1999,,http://dummyimage.com/202x100.png/cc0000/ffffff,7,2021/01/14,2022/08/30
476,Demetri,chien,siamois,2007,true,bordeaux,01/06/2018,,http://dummyimage.com/110x100.png/ff4444/ffffff,6,2018/03/06,2018/04/19
477,Devon,chien,berger australien,1954,true,paris,24/08/2009,29/10/2021,http://dummyimage.com/215x100.png/dddddd/000000,2,2018/04/18,2018/07/28
478,Ellary,chat,européen,2003,false,mérignac,06/03/2006,27/01/2021,http://dummyimage.com/112x100.png/cc0000/ffffff,20,2021/08/17,2019/01/09
479,Kaitlin,chat,labrador,2000,false,mérignac,24/04/2002,,http://dummyimage.com/135x100.png/cc0000/ffffff,5,2022/04/20,2018/04/18
480,Jorgan,chat,berger australien,2012,true,mérignac,21/08/2016,24/04/2018,http://dummyimage.com/173x100.png/dddddd/000000,2,2021/09/17,2020/09/25
481,Arley,chien,autre,2000,true,pau,26/12/2017,,http://dummyimage.com/226x100.png/5fa2dd/ffffff,1,2020/01/23,2022/07/06
482,Enoch,chien,berger australien,2012,false,bordeaux,21/08/2014,26/11/2022,http://dummyimage.com/200x100.png/cc0000/ffffff,3,2021/09/05,2022/01/06
483,Gothart,chien,berger australien,2012,false,bordeaux,24/01/2022,07/07/2019,http://dummyimage.com/108x100.png/dddddd/000000,5,2020/08/10,2021/06/26
484,Mahala,chien,bichon,1996,false,mérignac,02/04/2021,09/04/2019,http://dummyimage.com/100x100.png/ff4444/ffffff,2,2020/01/13,2020/12/01
485,Annadiane,chien,abyssin,1984,false,bordeaux,18/04/2021,,http://dummyimage.com/112x100.png/cc0000/ffffff,0,2019/06/08,2018/02/22
486,Abel,chien,siamois,2000,true,toulouse,30/10/1998,,http://dummyimage.com/145x100.png/5fa2dd/ffffff,0,2021/04/08,2019/07/09
487,Gizela,chat,bichon,1993,true,toulouse,19/02/2022,24/11/2021,http://dummyimage.com/199x100.png/ff4444/ffffff,5,2022/01/08,2020/06/09
488,Rhett,chat,,2006,false,nantes,07/04/2018,,,3,,
489,Lita,chien,berger,2006,false,bordeaux,30/06/2007,,http://dummyimage.com/211x100.png/cc0000/ffffff,14,2021/01/16,2018/12/30
490,Wilow,chat,autre,2008,false,toulouse,27/10/2002,,http://dummyimage.com/182x100.png/cc0000/ffffff,20,2020/01/02,2020/04/07
491,Carey,chien,labrador,1961,true,mérignac,16/10/2010,,http://dummyimage.com/186x100.png/dddddd/000000,6,2020/05/08,2020/11/02
492,Amy,chien,labrador,2009,true,pau,02/01/2023,,http://dummyimage.com/199x100.png/5fa2dd/ffffff,9,2018/12/23,2018/11/16
493,Terri-jo,hamster,siamois,1991,true,nantes,08/07/1999,15/05/2020,http://dummyimage.com/141x100.png/5fa2dd/ffffff,3,2021/10/25,2022/11/29
494,Saxe,chien,berger australien,1992,false,toulouse,02/06/2004,,http://dummyimage.com/226x100.png/cc0000/ffffff,4,2021/03/22,2020/07/18
495,Franny,hamster,bichon,1993,true,mérignac,28/02/2004,07/11/2020,http://dummyimage.com/127x100.png/cc0000/ffffff,11,2021/07/01,2019/01/11
496,Tadd,chien,sphynx,2009,false,bordeaux,01/02/2003,04/01/2021,http://dummyimage.com/100x100.png/5fa2dd/ffffff,14,2019/04/25,2020/05/13
497,Denver,chat,labrador,2007,false,toulouse,27/10/2017,,http://dummyimage.com/201x100.png/ff4444/ffffff,2,2019/02/18,2020/12/06
498,Meier,chat,bichon,2006,false,paris,18/12/2022,,http://dummyimage.com/106x100.png/dddddd/000000,14,2020/02/18,2019/11/20
499,Peri,chat,bichon,1998,true,lyon,13/02/2016,,http://dummyimage.com/170x100.png/5fa2dd/ffffff,3,2019/11/10,2022/02/01
500,Willie,hamster,abyssin,1994,true,mérignac,27/06/2021,,http://dummyimage.com/159x100.png/dddddd/000000,7,2020/02/20,2021/05/18
501,Vivi,chat,européen,2007,true,toulouse,12/05/2006,,http://dummyimage.com/159x100.png/5fa2dd/ffffff,12,2023/01/01,2022/12/04
502,Radcliffe,lapin,européen,2012,false,nantes,10/04/2005,,http://dummyimage.com/123x100.png/5fa2dd/ffffff,11,2019/09/28,2022/09/03
503,Dianemarie,chat,berger australien,1998,true,orthez,25/10/2005,,http://dummyimage.com/194x100.png/dddddd/000000,13,2021/02/05,2021/06/24
504,Sondra,chat,européen,1998,true,lyon,29/05/2019,11/11/2020,http://dummyimage.com/179x100.png/cc0000/ffffff,16,2019/03/26,2019/03/11
505,Tyler,chien,berger australien,2010,true,nantes,21/01/2014,,http://dummyimage.com/245x100.png/ff4444/ffffff,1,2019/08/04,2021/11/02
506,Pattie,chien,siamois,1994,true,toulouse,17/12/1999,,http://dummyimage.com/114x100.png/5fa2dd/ffffff,12,2021/04/16,2020/12/14
507,Tommie,chien,européen,1976,true,pau,18/10/2018,,http://dummyimage.com/110x100.png/cc0000/ffffff,0,2018/05/04,2018/06/20
508,Roxane,chat,berger,2009,false,toulouse,10/01/2001,,http://dummyimage.com/247x100.png/ff4444/ffffff,20,2019/06/29,2020/10/22
509,Shaughn,chat,,1990,true,orthez,30/08/2014,,,3,,
510,Lydon,hamster,labrador,1994,false,bordeaux,03/03/2016,,http://dummyimage.com/102x100.png/cc0000/ffffff,6,2018/07/16,2020/09/30
511,Smith,oiseau,labrador,1993,true,orthez,17/01/1999,,http://dummyimage.com/190x100.png/5fa2dd/ffffff,19,2021/06/10,2021/09/06
512,Halette,autre,bichon,1991,false,orthez,11/07/2013,,http://dummyimage.com/168x100.png/ff4444/ffffff,5,2020/07/01,2020/04/29
513,Sutherlan,chien,sphynx,1996,false,paris,11/02/2011,23/06/2020,http://dummyimage.com/248x100.png/5fa2dd/ffffff,17,2022/11/26,2020/06/14
514,Isidoro,chien,,1994,false,pau,12/05/2018,,,11,,
515,Kerwin,chat,berger australien,2000,true,paris,16/09/2002,,http://dummyimage.com/204x100.png/ff4444/ffffff,2,2021/03/03,2019/05/25
516,Ealasaid,chat,berger australien,1995,true,nantes,15/05/2006,,http://dummyimage.com/246x100.png/cc0000/ffffff,13,2022/10/29,2019/03/23
517,Amity,hamster,berger australien,2002,false,lyon,02/10/2006,18/05/2019,http://dummyimage.com/131x100.png/dddddd/000000,1,2021/07/28,2019/12/06
518,Gawain,chat,autre,2006,false,bordeaux,24/02/2012,,http://dummyimage.com/115x100.png/5fa2dd/ffffff,8,2019/03/20,2021/10/29
519,Artur,chien,berger australien,2000,true,paris,07/10/2020,15/01/2019,http://dummyimage.com/117x100.png/dddddd/000000,10,2018/06/18,2023/01/20
520,Maisie,hamster,autre,1966,true,pau,24/12/2014,,http://dummyimage.com/140x100.png/cc0000/ffffff,14,2020/05/29,2019/12/11
521,Marietta,chien,bichon,2008,true,lyon,09/09/2004,,http://dummyimage.com/151x100.png/cc0000/ffffff,1,2022/08/07,2019/03/15
522,Jenda,tortue,berger australien,2005,false,pau,09/10/2001,,http://dummyimage.com/250x100.png/5fa2dd/ffffff,6,2019/05/06,2020/12/13
523,Marisa,chien,berger australien,1997,false,lyon,11/05/2016,,http://dummyimage.com/118x100.png/5fa2dd/ffffff,16,2018/03/29,2019/10/11
524,Early,chat,labrador,1999,false,pau,08/06/2001,,http://dummyimage.com/238x100.png/cc0000/ffffff,0,2020/11/01,2023/01/18
525,Ofelia,hamster,sphynx,1986,true,toulouse,15/10/2008,,http://dummyimage.com/117x100.png/dddddd/000000,4,2020/06/05,2022/10/06
526,Letty,chien,siamois,1998,true,lyon,22/07/1999,,http://dummyimage.com/130x100.png/dddddd/000000,13,2023/01/15,2018/06/27
527,Roz,cheval,,1998,true,nantes,01/05/2004,,,10,,
528,Kippar,lapin,bichon,2001,false,paris,07/07/2003,09/06/2018,http://dummyimage.com/200x100.png/ff4444/ffffff,8,2023/01/28,2020/11/04
529,Joyan,chien,abyssin,2013,false,nantes,12/01/2006,,http://dummyimage.com/184x100.png/5fa2dd/ffffff,9,2020/07/15,2018/02/16
530,Lorenzo,chat,bichon,1992,true,paris,22/09/2003,,http://dummyimage.com/101x100.png/5fa2dd/ffffff,3,2020/08/06,2019/04/28
531,Bronnie,chat,labrador,2012,true,mérignac,19/07/2021,30/06/2022,http://dummyimage.com/215x100.png/cc0000/ffffff,15,2020/01/19,2021/04/24
532,Woody,hamster,,1985,false,paris,28/06/2006,,,11,,
533,Eugenia,hamster,américain,1994,true,pau,11/12/1999,,http://dummyimage.com/192x100.png/5fa2dd/ffffff,4,2018/07/27,2018/09/13
534,Fiann,chien,européen,2001,true,pau,13/09/2002,,http://dummyimage.com/185x100.png/5fa2dd/ffffff,15,2020/06/29,2021/08/04
535,Hall,chien,berger australien,1997,false,lyon,30/06/2003,,http://dummyimage.com/239x100.png/cc0000/ffffff,13,2018/05/01,2019/11/15
536,Deb,cheval,sphynx,2008,false,toulouse,25/02/2017,,http://dummyimage.com/107x100.png/dddddd/000000,3,2022/03/23,2018/10/11
537,Meggy,chat,siamois,2007,false,lyon,02/08/2013,,http://dummyimage.com/220x100.png/cc0000/ffffff,2,2018/03/26,2022/05/28
538,Harwilll,chat,berger australien,1996,false,pau,29/04/2005,,http://dummyimage.com/235x100.png/cc0000/ffffff,16,2022/11/04,2018/12/13
539,Casandra,chien,berger,2001,true,toulouse,24/05/2011,,http://dummyimage.com/162x100.png/dddddd/000000,0,2020/02/20,2019/02/28
540,Glenn,chien,américain,2006,true,bordeaux,01/12/2013,27/05/2020,http://dummyimage.com/126x100.png/dddddd/000000,0,2019/05/22,2018/08/09
541,Stephanus,oiseau,européen,1997,true,paris,07/07/2000,,http://dummyimage.com/238x100.png/ff4444/ffffff,19,2018/05/03,2022/05/01
542,Dwight,chien,américain,2001,false,orthez,01/11/2011,,http://dummyimage.com/244x100.png/ff4444/ffffff,2,2018/09/30,2018/08/19
543,Patric,chat,abyssin,1993,false,mérignac,07/12/2013,,http://dummyimage.com/118x100.png/ff4444/ffffff,3,2021/10/30,2022/11/22
544,Kaylee,chat,berger,2001,true,toulouse,23/07/2014,,http://dummyimage.com/228x100.png/dddddd/000000,19,2018/07/25,2018/07/31
545,Bone,chat,labrador,1995,false,bordeaux,30/06/2007,,http://dummyimage.com/218x100.png/cc0000/ffffff,14,2022/12/03,2022/12/31
546,Marci,tortue,autre,1987,true,paris,26/09/2008,,http://dummyimage.com/209x100.png/5fa2dd/ffffff,11,2018/03/15,2020/07/07
547,Guinna,chat,labrador,1993,true,toulouse,26/02/2011,,http://dummyimage.com/183x100.png/5fa2dd/ffffff,14,2018/06/22,2020/02/10
548,Kiley,chat,berger australien,1998,false,mérignac,15/11/2013,,http://dummyimage.com/129x100.png/dddddd/000000,9,2022/12/19,2022/05/05
549,Ottilie,chien,sphynx,2007,false,paris,12/12/2006,,http://dummyimage.com/231x100.png/ff4444/ffffff,5,2020/12/25,2019/05/04
550,Amalee,chien,américain,2008,false,bordeaux,21/03/2013,,http://dummyimage.com/147x100.png/5fa2dd/ffffff,10,2022/01/23,2022/06/25
551,Abbott,chat,labrador,1995,true,mérignac,13/02/2019,,http://dummyimage.com/127x100.png/cc0000/ffffff,13,2018/04/24,2022/02/05
552,Reginald,chien,autre,2007,false,mérignac,28/12/2015,,http://dummyimage.com/171x100.png/dddddd/000000,4,2019/10/15,2018/03/30
553,Justine,chat,américain,2001,false,lyon,07/11/2016,,http://dummyimage.com/148x100.png/cc0000/ffffff,10,2019/10/16,2019/12/01
554,Tera,chien,sphynx,1996,true,lyon,10/12/2003,,http://dummyimage.com/218x100.png/cc0000/ffffff,4,2019/09/21,2022/03/23
555,Bree,tortue,,2009,false,pau,28/04/2003,,,5,,
556,Patricia,chat,américain,1994,false,toulouse,15/08/2008,31/12/2019,http://dummyimage.com/152x100.png/dddddd/000000,1,2018/12/21,2020/04/08
557,Elga,chat,,2012,false,orthez,06/05/2022,21/07/2021,,20,,
558,Cyril,chien,berger australien,1999,true,pau,19/06/2004,,http://dummyimage.com/114x100.png/dddddd/000000,6,2021/11/07,2023/01/02
559,Doralynn,chat,labrador,1991,true,toulouse,09/06/2003,,http://dummyimage.com/151x100.png/cc0000/ffffff,2,2021/09/14,2020/10/22
560,Freddie,chien,américain,2002,true,pau,30/10/2012,,http://dummyimage.com/224x100.png/cc0000/ffffff,5,2020/11/27,2021/01/19
561,Donna,chien,berger australien,2001,false,pau,20/09/2010,,http://dummyimage.com/248x100.png/ff4444/ffffff,5,2022/09/25,2022/08/12
562,Giulietta,lapin,bichon,2005,true,nantes,28/02/2003,,http://dummyimage.com/109x100.png/dddddd/000000,5,2022/04/05,2019/04/28
563,Andromache,chien,européen,1993,true,orthez,28/04/1999,23/11/2018,http://dummyimage.com/244x100.png/dddddd/000000,15,2019/05/14,2023/01/09
564,Valaria,chien,,1997,false,lyon,20/05/2012,29/09/2019,,19,,
565,Lewiss,chat,berger australien,1997,true,bordeaux,06/08/2006,,http://dummyimage.com/219x100.png/ff4444/ffffff,8,2021/09/01,2020/03/03
566,Rudolfo,chien,berger australien,1990,true,lyon,10/05/2005,01/11/2019,http://dummyimage.com/241x100.png/cc0000/ffffff,18,2019/03/28,2021/12/10
567,Arlana,chat,européen,1996,false,mérignac,28/07/2011,,http://dummyimage.com/163x100.png/ff4444/ffffff,15,2018/07/26,2021/02/04
568,Rosemarie,chien,,2006,false,bordeaux,14/02/2005,,,16,,
569,Katuscha,chien,siamois,2010,true,lyon,02/11/2015,,http://dummyimage.com/232x100.png/ff4444/ffffff,6,2021/07/19,2022/11/24
570,Annemarie,lapin,bichon,2006,false,nantes,15/07/2000,13/02/2020,http://dummyimage.com/184x100.png/cc0000/ffffff,6,2018/06/03,2021/01/30
571,Moses,chat,américain,1966,false,lyon,22/09/2011,,http://dummyimage.com/163x100.png/dddddd/000000,0,2022/11/28,2021/06/10
572,Berkeley,chien,abyssin,2001,true,mérignac,23/08/2003,15/03/2020,http://dummyimage.com/224x100.png/5fa2dd/ffffff,8,2019/07/01,2019/01/09
573,Oswald,chat,,2010,true,orthez,25/09/2001,,,15,,
574,Aleksandr,chien,européen,1994,true,lyon,10/08/2018,,http://dummyimage.com/241x100.png/ff4444/ffffff,0,2019/06/30,2018/03/27
575,Felix,chat,abyssin,1994,true,bordeaux,10/08/1999,,http://dummyimage.com/181x100.png/cc0000/ffffff,11,2019/07/17,2021/01/23
576,Lancelot,chat,sphynx,2002,true,mérignac,12/10/2010,,http://dummyimage.com/145x100.png/5fa2dd/ffffff,9,2019/04/29,2021/01/17
577,Ashley,lapin,siamois,2006,false,toulouse,29/07/2008,19/07/2022,http://dummyimage.com/159x100.png/cc0000/ffffff,3,2021/09/28,2019/02/18
578,Danya,chien,,2005,true,lyon,06/05/2006,,,0,,
579,Mattie,hamster,bichon,1985,false,toulouse,21/07/2022,10/12/2018,http://dummyimage.com/205x100.png/ff4444/ffffff,13,2018/02/24,2019/01/12
580,Port,chat,abyssin,2000,false,nantes,04/02/2011,,http://dummyimage.com/203x100.png/5fa2dd/ffffff,8,2021/04/09,2021/02/16
581,Rivy,oiseau,sphynx,1989,false,nantes,30/03/2017,31/10/2019,http://dummyimage.com/102x100.png/ff4444/ffffff,10,2022/05/27,2019/01/22
582,Filberto,chien,américain,1994,false,nantes,13/09/2009,,http://dummyimage.com/250x100.png/dddddd/000000,7,2018/10/28,2019/10/18
583,Laurent,chat,abyssin,1988,true,nantes,19/12/2012,,http://dummyimage.com/147x100.png/cc0000/ffffff,15,2021/08/26,2022/08/18
